ts,cpu_pct,ram_used_gb,ram_total_gb,ram_pct,proc_mem_gb,proc_mem_pct,gpu_index,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
2025-11-10 16:14:22,10.4,14.313404083251953,15.628288269042969,91.6,3.138202667236328,20.08027119292766,,,,
2025-11-10 16:14:25,21.3,14.282398223876953,15.628288269042969,91.4,3.3941001892089844,21.717670744096335,,,,
2025-11-10 16:18:22,10.0,13.958160400390625,15.628288269042969,89.3,3.1466407775878906,20.13426373648905,,,,
2025-11-10 16:22:19,9.8,13.693244934082031,15.628288269042969,87.6,2.9542312622070312,18.903101935090806,,,,
2025-11-10 16:26:16,10.2,13.929969787597656,15.628288269042969,89.1,2.902355194091797,18.571164955031435,,,,
2025-11-10 16:26:19,20.6,13.845233917236328,15.628288269042969,88.6,2.9759483337402344,19.04206194887697,,,,
2025-11-10 16:30:15,9.7,13.853633880615234,15.628288269042969,88.6,2.974395751953125,19.03212751613308,,,,
2025-11-10 16:34:12,9.9,13.800952911376953,15.628288269042969,88.3,2.9735374450683594,19.026635507859428,,,,
2025-11-10 16:38:10,10.0,14.036422729492188,15.628288269042969,89.8,2.879852294921875,18.42717670255918,,,,
2025-11-10 16:38:12,23.2,13.758869171142578,15.628288269042969,88.0,2.8463211059570312,18.21262224600194,,,,
2025-11-10 16:42:09,10.0,13.653945922851562,15.628288269042969,87.4,2.635894775390625,16.86617708870838,,,,
2025-11-10 16:46:06,9.7,13.49078369140625,15.628288269042969,86.3,2.635967254638672,16.866640858295934,,,,
2025-11-10 16:50:03,9.8,13.744182586669922,15.628288269042969,87.9,2.553802490234375,16.34089700849089,,,,
2025-11-10 16:50:06,21.1,13.441707611083984,15.628288269042969,86.0,2.565135955810547,16.413415926628723,,,,
2025-11-10 16:54:02,9.8,13.39376449584961,15.628288269042969,85.7,2.441009521484375,15.61917389455637,,,,
2025-11-10 16:57:59,9.7,13.422061920166016,15.628288269042969,85.9,2.4410552978515625,15.619466801664297,,,,
2025-11-10 17:02:00,11.0,14.029396057128906,15.628288269042969,89.8,2.3185806274414062,14.835793834403013,,,,
2025-11-10 17:02:03,22.9,13.581249237060547,15.628288269042969,86.9,2.2758712768554688,14.562511502706219,,,,
2025-11-10 17:06:27,13.4,11.988651275634766,15.628288269042969,76.7,2.067790985107422,13.231077834693968,,,,
2025-11-10 17:11:14,16.5,11.849239349365234,15.628288269042969,75.8,1.9380950927734375,12.401198771157047,,,,
2025-11-10 17:15:51,16.8,12.885147094726562,15.628288269042969,82.4,1.9328269958496094,12.36749004481967,,,,
2025-11-10 17:15:55,29.6,13.031715393066406,15.628288269042969,83.4,2.0715675354003906,13.255242671098024,,,,
2025-11-10 17:20:21,15.5,12.387588500976562,15.628288269042969,79.3,2.0589828491210938,13.174717625343494,,,,
2025-11-10 17:24:59,16.2,11.911991119384766,15.628288269042969,76.2,2.0618362426757812,13.192975501737672,,,,
2025-11-10 17:29:44,16.9,12.218254089355469,15.628288269042969,78.2,2.0543174743652344,13.144865509260503,,,,
2025-11-10 17:29:47,28.4,11.944969177246094,15.628288269042969,76.4,2.0651931762695312,13.214455356319055,,,,
2025-11-10 17:34:34,16.3,11.575675964355469,15.628288269042969,74.1,2.0647010803222656,13.21130660490883,,,,
2025-11-10 17:39:22,17.3,11.484905242919922,15.628288269042969,73.5,2.064727783203125,13.211477467388455,,,,
2025-11-10 17:44:09,16.8,11.708511352539062,15.628288269042969,74.9,2.064464569091797,13.209793251517867,,,,
2025-11-10 17:44:12,29.6,11.433700561523438,15.628288269042969,73.2,2.075164794921875,13.278260287996032,,,,
2025-11-10 17:48:58,17.3,11.423728942871094,15.628288269042969,73.1,2.0657806396484375,13.218214330870797,,,,
2025-11-10 17:53:45,17.0,11.556873321533203,15.628288269042969,73.9,2.0658798217773438,13.218848962937976,,,,
2025-11-10 17:58:31,15.2,11.994342803955078,15.628288269042969,76.7,2.0661659240722656,13.220679632362526,,,,
2025-11-10 17:58:34,25.2,11.702701568603516,15.628288269042969,74.9,2.077808380126953,13.295175673478873,,,,
2025-11-10 18:03:18,15.4,11.57427978515625,15.628288269042969,74.1,1.8989372253417969,12.150641149250328,,,,
2025-11-10 18:08:07,16.3,11.810531616210938,15.628288269042969,75.6,1.8965301513671875,12.13523911715845,,,,
2025-11-10 18:12:58,17.1,12.083335876464844,15.628288269042969,77.3,1.8920745849609375,12.106729491986794,,,,
2025-11-10 18:13:01,24.5,11.816123962402344,15.628288269042969,75.6,1.9035530090332031,12.180175949299732,,,,
2025-11-10 18:17:48,15.7,11.757957458496094,15.628288269042969,75.2,1.8995704650878906,12.15469303091,,,,
2025-11-10 18:22:35,16.8,12.038642883300781,15.628288269042969,77.0,1.8997039794921875,12.155547343308122,,,,
2025-11-10 18:22:38,25.0,11.817737579345703,15.628288269042969,75.6,1.9125823974609375,12.237951876338524,,,,
2025-11-10 18:23:04,17.5,14.139629364013672,15.628288269042969,90.5,1.9048690795898438,12.188597028652662,,,,
2025-11-10 18:23:07,41.5,13.95681381225586,15.628288269042969,89.3,2.0154647827148438,12.896260601406636,,,,
