ts,cpu_pct,ram_used_gb,ram_total_gb,ram_pct,proc_mem_gb,proc_mem_pct,gpu_index,gpu_util,gpu_mem_used_mb,gpu_mem_total_mb
2025-11-10 14:13:14,10.9,14.364761352539062,15.628288269042969,91.9,3.153656005859375,20.179151750779013,,,,
2025-11-10 14:13:55,9.6,13.988014221191406,15.628288269042969,89.5,3.5577964782714844,22.765106562046757,,,,
2025-11-10 14:17:52,10.0,13.916767120361328,15.628288269042969,89.0,3.5051002502441406,22.42792166297034,,,,
2025-11-10 14:21:49,10.0,12.81509780883789,15.628288269042969,82.0,3.1120147705078125,19.912703918267198,,,,
2025-11-10 14:25:46,9.9,13.227710723876953,15.628288269042969,84.6,3.1121177673339844,19.913362959260038,,,,
2025-11-10 14:25:49,18.9,13.19314193725586,15.628288269042969,84.4,3.307659149169922,21.164564488625683,,,,
2025-11-10 14:29:46,9.7,13.205364227294922,15.628288269042969,84.5,3.3087844848632812,21.17176512169558,,,,
2025-11-10 14:33:43,10.0,13.111732482910156,15.628288269042969,83.9,3.308948516845703,21.172814705498986,,,,
2025-11-10 14:37:41,9.8,12.973594665527344,15.628288269042969,83.0,2.939685821533203,18.810030701546694,,,,
2025-11-10 14:37:44,21.5,12.734142303466797,15.628288269042969,81.5,2.9514732360839844,18.88545428183815,,,,
2025-11-10 14:41:41,9.6,12.705501556396484,15.628288269042969,81.3,2.9518661499023438,18.887968401181197,,,,
2025-11-10 14:45:38,9.7,12.819137573242188,15.628288269042969,82.0,2.9519271850585938,18.88835894399177,,,,
2025-11-10 14:49:35,10.2,13.11917495727539,15.628288269042969,83.9,2.95196533203125,18.888603033248373,,,,
2025-11-10 14:49:38,20.1,12.895011901855469,15.628288269042969,82.5,2.838817596435547,18.164609889227414,,,,
2025-11-10 14:53:35,9.6,12.890151977539062,15.628288269042969,82.5,2.8393325805664062,18.167905094191603,,,,
2025-11-10 14:57:32,9.6,12.960403442382812,15.628288269042969,82.9,2.839496612548828,18.16895467799501,,,,
2025-11-10 15:01:30,9.8,13.079246520996094,15.628288269042969,83.7,2.839557647705078,18.16934522080558,,,,
2025-11-10 15:01:32,19.5,12.909751892089844,15.628288269042969,82.6,2.8513259887695312,18.244646756468732,,,,
2025-11-10 15:05:29,9.7,13.044868469238281,15.628288269042969,83.5,2.8517608642578125,18.24742937399405,,,,
2025-11-10 15:09:26,9.6,12.938636779785156,15.628288269042969,82.8,2.8518028259277344,18.247697872176314,,,,
2025-11-10 15:13:24,9.8,13.17031478881836,15.628288269042969,84.3,2.8518295288085938,18.24786873465594,,,,
2025-11-10 15:13:27,19.1,13.02468490600586,15.628288269042969,83.3,2.834636688232422,18.137857706703326,,,,
2025-11-10 15:17:24,9.9,12.982833862304688,15.628288269042969,83.1,2.8346519470214844,18.137955342405967,,,,
2025-11-10 15:21:21,9.6,13.005443572998047,15.628288269042969,83.2,2.8346595764160156,18.13800416025729,,,,
2025-11-10 15:25:18,9.7,13.156597137451172,15.628288269042969,84.2,2.834667205810547,18.13805297810861,,,,
2025-11-10 15:25:21,17.4,12.986061096191406,15.628288269042969,83.1,2.8448143005371094,18.20298072036598,,,,
2025-11-10 15:29:18,9.7,12.973663330078125,15.628288269042969,83.0,2.844707489013672,18.202297270447477,,,,
2025-11-10 15:33:15,9.8,13.007972717285156,15.628288269042969,83.2,2.844715118408203,18.2023460882988,,,,
2025-11-10 15:37:13,9.7,13.16064453125,15.628288269042969,84.2,2.8447265625,18.202419315075783,,,,
2025-11-10 15:37:15,18.6,12.961994171142578,15.628288269042969,82.9,2.8016624450683594,17.926866953292546,,,,
2025-11-10 15:41:12,9.7,12.98239517211914,15.628288269042969,83.1,2.8016700744628906,17.926915771143868,,,,
2025-11-10 15:45:09,9.6,12.98550033569336,15.628288269042969,83.1,2.801677703857422,17.926964588995187,,,,
2025-11-10 15:49:07,9.9,13.061599731445312,15.628288269042969,83.6,2.801685333251953,17.92701340684651,,,,
2025-11-10 15:49:10,21.5,13.326995849609375,15.628288269042969,85.3,3.2247695922851562,20.634182942945113,,,,
2025-11-10 15:53:07,9.7,13.262413024902344,15.628288269042969,84.9,3.0997772216796875,19.834400084747788,,,,
2025-11-10 15:57:04,9.6,13.263965606689453,15.628288269042969,84.9,3.099781036376953,19.83442449367345,,,,
2025-11-10 16:01:01,9.8,13.607742309570312,15.628288269042969,87.1,3.09979248046875,19.834497720450432,,,,
2025-11-10 16:01:04,20.2,13.317188262939453,15.628288269042969,85.2,3.109935760498047,19.89940105378214,,,,
2025-11-10 16:05:01,9.7,13.3240966796875,15.628288269042969,85.3,3.1098594665527344,19.898912875268927,,,,
2025-11-10 16:08:59,9.7,13.479827880859375,15.628288269042969,86.3,2.997943878173828,19.182803814236358,,,,
2025-11-10 16:09:01,21.0,13.23605728149414,15.628288269042969,84.7,3.0069961547851562,19.240726194829115,,,,
2025-11-10 16:09:20,12.6,14.623920440673828,15.628288269042969,93.6,2.9255294799804688,18.71944917841997,,,,
2025-11-10 16:09:25,33.9,14.410877227783203,15.628288269042969,92.2,2.978130340576172,19.05602385435487,,,,
